DevEui,JoinEui,Class,PRR,Total Messages,updf,upinfo,dntxed,joining,joined,dnfail,dnacked,Initial FCntUp,Last FCntUp,Expected Packets,Received Packets
00-95-69-0E-00-00-17-26,01-02-03-04-05-06-07-08,C,100.00%,217,74,74,0,66,3,0,0,12,54,74,74
00-95-69-0E-00-00-16-B4,01-02-03-04-05-06-07-08,C,100.00%,155,70,70,0,11,4,0,0,11,43,70,70
A8-17-58-FF-FE-04-00-75,N/A,A,100.00%,70,35,35,0,0,0,0,0,96688,96722,35,35
A8-17-58-FF-FE-04-09-C2,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
92-30-00-01-00-00-04-16,92-30-00-02-00-00-04-16,C,98.36%,128,60,60,0,4,4,0,0,17,11,61,60
A8-17-58-FF-FE-04-00-79,N/A,A,100.00%,70,35,35,0,0,0,0,0,96735,96769,35,35
00-95-69-0E-00-00-16-83,01-02-03-04-05-06-07-08,C,100.00%,197,71,71,0,51,4,0,0,17,39,71,71
A8-17-58-FF-FE-04-03-24,N/A,A,100.00%,70,35,35,0,0,0,0,0,96730,96764,35,35
00-95-69-0E-00-00-16-91,01-02-03-04-05-06-07-08,C,100.00%,164,64,64,0,32,4,0,0,0,38,64,64
00-95-69-0E-00-00-17-15,01-02-03-04-05-06-07-08,C,100.00%,282,85,85,0,100,12,0,0,8,12,85,85
92-30-00-01-00-00-05-39,92-30-00-02-00-00-05-39,C,97.62%,92,41,41,0,5,5,0,0,7,2,42,41
92-30-00-01-00-00-01-25,92-30-00-02-00-00-01-25,C,98.18%,118,54,54,0,5,5,0,0,1,7,55,54
A8-17-58-FF-FE-04-AD-5E,N/A,A,100.00%,70,35,35,0,0,0,0,0,85835,85869,35,35
00-95-69-0E-00-00-16-CC,01-02-03-04-05-06-07-08,C,100.00%,144,69,69,0,5,1,0,0,7,48,69,69
A8-17-58-FF-FE-04-4D-C1,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
A8-17-58-FF-FE-04-00-72,N/A,A,100.00%,70,35,35,0,0,0,0,0,96740,96774,35,35
24-E1-24-46-8D-31-40-90,N/A,C,100.00%,210,105,105,0,0,0,0,0,13764,13868,105,105
00-95-69-0E-00-00-16-E6,01-02-03-04-05-06-07-08,C,100.00%,177,73,73,0,27,4,0,0,4,34,73,73
00-95-69-0E-00-00-17-27,01-02-03-04-05-06-07-08,C,80.00%,183,72,72,0,31,8,0,0,5,58,90,72
00-95-69-0E-00-00-16-54,01-02-03-04-05-06-07-08,C,100.00%,146,71,71,0,3,1,0,0,19,39,71,71
00-95-69-0E-00-00-16-5B,01-02-03-04-05-06-07-08,C,100.00%,191,77,77,0,33,4,0,0,16,46,77,77
00-95-69-0E-00-00-15-60,01-02-03-04-05-06-07-08,C,100.00%,241,82,82,0,71,6,0,0,1,33,82,82
00-95-69-0E-00-00-16-58,01-02-03-04-05-06-07-08,C,46.43%,327,78,78,0,160,11,0,0,11,11,168,78
24-E1-24-46-8D-35-53-27,24-E1-24-C0-00-2A-00-01,C,98.20%,220,109,109,0,1,1,0,0,608,40,111,109
00-95-69-0E-00-00-16-AC,01-02-03-04-05-06-07-08,C,97.47%,170,77,77,0,14,2,0,0,36,40,79,77
A8-17-58-FF-FE-06-3E-73,N/A,A,100.00%,236,118,118,0,0,0,0,0,2997,3114,118,118
00-95-69-0E-00-00-17-18,01-02-03-04-05-06-07-08,C,100.00%,162,76,76,0,6,4,0,0,9,49,76,76
A8-17-58-FF-FE-04-02-AC,N/A,A,100.00%,70,35,35,0,0,0,0,0,88860,88894,35,35
00-95-69-0E-00-00-16-C3,01-02-03-04-05-06-07-08,C,100.00%,160,69,69,0,18,4,0,0,4,45,69,69
92-30-00-01-00-00-04-04,92-30-00-02-00-00-04-04,C,100.00%,132,61,61,0,5,5,0,0,13,4,61,61
A8-17-58-FF-FE-04-01-0D,N/A,A,100.00%,70,35,35,0,0,0,0,0,96507,96541,35,35
92-30-00-01-00-00-00-78,92-30-00-02-00-00-00-78,C,100.00%,112,52,52,0,4,4,0,0,4,8,52,52
00-95-69-0E-00-00-17-19,01-02-03-04-05-06-07-08,C,100.00%,151,68,68,0,13,2,0,0,5,40,68,68
00-95-69-0E-00-00-17-1E,01-02-03-04-05-06-07-08,C,100.00%,154,72,72,0,7,3,0,0,4,41,72,72
92-30-00-01-00-00-00-87,92-30-00-02-00-00-00-87,C,98.63%,158,72,72,0,7,7,0,0,17,4,73,72
00-95-69-0E-00-00-16-45,N/A,C,98.59%,140,70,70,0,0,0,0,0,23,93,71,70
00-95-69-0E-00-00-15-8C,01-02-03-04-05-06-07-08,C,100.00%,157,71,71,0,10,5,0,0,15,44,71,71
00-95-69-0E-00-00-0E-7F,01-02-03-04-05-06-07-08,C,100.00%,188,73,73,0,36,6,0,0,0,53,73,73
A8-17-58-FF-FE-04-4D-F3,N/A,A,100.00%,70,35,35,0,0,0,0,0,96506,96540,35,35
00-95-69-0E-00-00-17-59,01-02-03-04-05-06-07-08,C,100.00%,185,70,70,0,42,3,0,0,7,45,70,70
00-95-69-0E-00-00-17-14,01-02-03-04-05-06-07-08,C,100.00%,160,74,74,0,10,2,0,0,72,44,74,74
00-95-69-0E-00-00-16-E0,01-02-03-04-05-06-07-08,C,100.00%,177,71,71,0,31,4,0,0,9,49,71,71
A8-17-58-FF-FE-04-09-88,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
00-95-69-0E-00-00-17-0E,01-02-03-04-05-06-07-08,C,100.00%,168,72,72,0,20,4,0,0,21,45,72,72
92-30-00-01-00-00-01-66,92-30-00-02-00-00-01-66,C,98.33%,129,59,59,0,6,5,0,0,14,7,60,59
00-95-69-0E-00-00-16-C0,01-02-03-04-05-06-07-08,C,100.00%,153,69,69,0,10,5,0,0,8,39,69,69
92-30-00-01-00-00-03-40,92-30-00-02-00-00-03-40,C,100.00%,128,59,59,0,5,5,0,0,13,4,59,59
00-95-69-0E-00-00-16-75,01-02-03-04-05-06-07-08,C,100.00%,214,68,68,0,68,10,0,0,11,38,68,68
00-95-69-0E-00-00-16-34,N/A,C,100.00%,146,73,73,0,0,0,0,0,20,92,73,73
00-95-69-0E-00-00-16-A2,01-02-03-04-05-06-07-08,C,100.00%,180,70,70,0,34,6,0,0,0,47,70,70
00-95-69-0E-00-00-16-CD,01-02-03-04-05-06-07-08,C,98.53%,173,67,67,0,33,6,0,0,0,43,68,67
00-95-69-0E-00-00-16-F0,N/A,C,100.00%,140,70,70,0,0,0,0,0,90,159,70,70
00-95-69-0E-00-00-16-72,01-02-03-04-05-06-07-08,C,100.00%,223,75,75,0,69,4,0,0,8,42,75,75
A8-17-58-FF-FE-04-AD-B4,N/A,A,100.00%,70,35,35,0,0,0,0,0,85790,85824,35,35
00-95-69-0E-00-00-16-B7,01-02-03-04-05-06-07-08,C,100.00%,244,73,73,0,93,5,0,0,1,42,73,73
A8-17-58-FF-FE-04-AB-95,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
92-30-00-01-00-00-02-92,92-30-00-02-00-00-02-92,C,96.36%,114,53,53,0,4,4,0,0,6,12,55,53
A8-17-58-FF-FE-04-AB-35,N/A,A,37.14%,26,13,13,0,0,0,0,0,86086,86120,35,13
A8-17-58-FF-FE-04-4D-C3,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
A8-17-58-FF-FE-06-67-84,N/A,A,100.00%,140,70,70,0,0,0,0,0,89209,89278,70,70
00-95-69-0E-00-00-15-50,01-02-03-04-05-06-07-08,C,100.00%,201,74,74,0,46,7,0,0,6,45,74,74
A8-17-58-FF-FE-04-0A-71,N/A,A,100.00%,70,35,35,0,0,0,0,0,88762,88796,35,35
92-30-00-01-00-00-00-33,92-30-00-02-00-00-00-33,C,100.00%,134,62,62,0,5,5,0,0,1,7,62,62
00-95-69-0E-00-00-16-97,01-02-03-04-05-06-07-08,C,97.56%,243,80,80,0,77,6,0,0,7,46,82,80
A8-17-58-FF-FE-04-0A-BA,N/A,A,100.00%,70,35,35,0,0,0,0,0,96600,96634,35,35
00-95-69-0E-00-00-16-02,01-02-03-04-05-06-07-08,C,100.00%,193,75,75,0,40,3,0,0,4,45,75,75
00-95-69-0E-00-00-17-35,01-02-03-04-05-06-07-08,C,85.06%,161,74,74,0,9,4,0,0,11,58,87,74
00-95-69-0E-00-00-17-4F,01-02-03-04-05-06-07-08,C,100.00%,173,67,67,0,34,5,0,0,8,42,67,67
00-95-69-0E-00-00-15-9C,01-02-03-04-05-06-07-08,C,100.00%,172,72,72,0,24,4,0,0,4,41,72,72
00-95-69-0E-00-00-17-0C,01-02-03-04-05-06-07-08,C,100.00%,214,74,74,0,60,6,0,0,20,40,74,74
00-95-69-0E-00-00-16-AA,N/A,C,100.00%,144,72,72,0,0,0,0,0,4,75,72,72
00-95-69-0E-00-00-16-90,01-02-03-04-05-06-07-08,C,100.00%,163,70,70,0,19,4,0,0,18,38,70,70
00-95-69-0E-00-00-17-03,01-02-03-04-05-06-07-08,C,100.00%,159,73,73,0,10,3,0,0,0,62,73,73
A8-17-58-FF-FE-04-AC-57,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
92-30-00-01-00-00-02-27,92-30-00-02-00-00-02-27,C,28.38%,50,21,21,0,4,4,0,0,22,15,74,21
00-95-69-0E-00-00-16-A6,01-02-03-04-05-06-07-08,C,100.00%,147,70,70,0,4,3,0,0,17,45,70,70
00-95-69-0E-00-00-17-32,N/A,C,100.00%,140,70,70,0,0,0,0,0,3598,3667,70,70
00-95-69-0E-00-00-16-6A,01-02-03-04-05-06-07-08,Unknown,100.00%,1131,0,0,0,1131,0,0,0,N/A,N/A,0,0
00-95-69-0E-00-00-1F-D9,N/A,C,100.00%,152,76,76,0,0,0,0,0,5,80,76,76
00-95-69-0E-00-00-16-2E,01-02-03-04-05-06-07-08,C,96.25%,282,77,77,0,121,7,0,0,15,44,80,77
00-95-69-0E-00-00-16-B0,01-02-03-04-05-06-07-08,C,100.00%,195,70,70,0,51,4,0,0,11,44,70,70
00-95-69-0E-00-00-16-38,01-02-03-04-05-06-07-08,C,100.00%,241,72,72,0,93,4,0,0,5,41,72,72
00-95-69-0E-00-00-16-CE,01-02-03-04-05-06-07-08,C,100.00%,149,70,70,0,7,2,0,0,17,45,70,70
00-95-69-0E-00-00-15-F9,01-02-03-04-05-06-07-08,C,100.00%,179,72,72,0,28,7,0,0,41,45,72,72
00-95-69-0E-00-00-17-3D,01-02-03-04-05-06-07-08,C,100.00%,146,71,71,0,3,1,0,0,9,62,71,71
00-95-69-0E-00-00-16-BF,N/A,C,100.00%,142,71,71,0,0,0,0,0,20,90,71,71
A8-17-58-FF-FE-04-AC-00,N/A,A,100.00%,70,35,35,0,0,0,0,0,86086,86120,35,35
00-95-69-0E-00-00-16-C2,01-02-03-04-05-06-07-08,C,100.00%,151,71,71,0,6,3,0,0,5,46,71,71
92-30-00-01-00-00-03-41,92-30-00-02-00-00-03-41,C,100.00%,127,59,59,0,5,4,0,0,7,14,59,59
00-95-69-0E-00-00-16-CA,01-02-03-04-05-06-07-08,C,100.00%,193,69,69,0,50,5,0,0,8,42,69,69
A8-17-58-FF-FE-04-AB-E9,N/A,A,100.00%,70,35,35,0,0,0,0,0,86089,86123,35,35
92-30-00-01-00-00-00-09,92-30-00-02-00-00-00-09,C,100.00%,126,59,59,0,4,4,0,0,1,12,59,59
92-30-00-01-00-00-04-78,N/A,C,100.00%,74,37,37,0,0,0,0,0,5391,5427,37,37
00-95-69-0E-00-00-16-B3,01-02-03-04-05-06-07-08,C,100.00%,152,70,70,0,7,5,0,0,0,47,70,70
00-95-69-0E-00-00-16-3F,01-02-03-04-05-06-07-08,C,100.00%,226,77,77,0,68,4,0,0,28,48,77,77
00-95-69-0E-00-00-16-42,01-02-03-04-05-06-07-08,C,100.00%,191,75,75,0,36,5,0,0,7,46,75,75
00-95-69-0E-00-00-16-CF,01-02-03-04-05-06-07-08,C,100.00%,168,75,75,0,16,2,0,0,5,62,75,75
00-95-69-0E-00-00-16-2F,N/A,C,100.00%,144,72,72,0,0,0,0,0,8,79,72,72
00-95-69-0E-00-00-16-BC,01-02-03-04-05-06-07-08,C,100.00%,152,68,68,0,12,4,0,0,77,39,68,68
00-95-69-0E-00-00-16-5E,01-02-03-04-05-06-07-08,C,100.00%,219,70,70,0,70,9,0,0,2,44,70,70
00-95-69-0E-00-00-17-4B,01-02-03-04-05-06-07-08,C,100.00%,190,79,79,0,27,5,0,0,10,41,79,79
00-95-69-0E-00-00-17-45,01-02-03-04-05-06-07-08,C,100.00%,183,69,69,0,42,3,0,0,16,40,69,69
00-95-69-0E-00-00-16-BA,01-02-03-04-05-06-07-08,C,100.00%,228,85,85,0,48,10,0,0,6,6,85,85
92-30-00-01-00-00-03-67,92-30-00-02-00-00-03-67,C,96.77%,130,60,60,0,5,5,0,0,10,3,62,60
00-95-69-0E-00-00-17-17,01-02-03-04-05-06-07-08,C,100.00%,159,74,74,0,9,2,0,0,20,39,74,74
00-13-7A-10-00-01-E9-57,N/A,A,100.00%,138,69,69,0,0,0,0,0,80687,80755,69,69
00-95-69-0E-00-00-16-AE,01-02-03-04-05-06-07-08,C,100.00%,185,79,79,0,24,3,0,0,0,43,79,79
24-E1-24-46-8D-31-10-10,N/A,C,100.00%,210,105,105,0,0,0,0,0,1588,1692,105,105
00-95-69-0E-00-00-16-D2,01-02-03-04-05-06-07-08,C,100.00%,162,73,73,0,14,2,0,0,16,44,73,73
00-95-69-0E-00-00-16-78,01-02-03-04-05-06-07-08,C,100.00%,155,76,76,0,2,1,0,0,12,74,76,76
00-95-69-0E-00-00-17-08,01-02-03-04-05-06-07-08,C,100.00%,182,78,78,0,23,3,0,0,5,32,78,78
00-95-69-0E-00-00-17-51,01-02-03-04-05-06-07-08,C,100.00%,199,73,73,0,50,3,0,0,10,49,73,73
92-30-00-01-00-00-04-55,92-30-00-02-00-00-04-55,C,96.20%,178,76,76,0,13,13,0,0,1,3,79,76
92-30-00-01-00-00-01-26,92-30-00-02-00-00-01-26,C,100.00%,114,52,52,0,6,4,0,0,4,7,52,52
00-95-69-0E-00-00-16-C5,01-02-03-04-05-06-07-08,C,100.00%,151,70,70,0,9,2,0,0,10,44,70,70
00-95-69-0E-00-00-16-BD,01-02-03-04-05-06-07-08,C,98.78%,297,81,81,0,131,4,0,0,225,50,82,81
00-95-69-0E-00-00-1F-E1,01-02-03-04-05-06-07-08,C,100.00%,154,74,74,0,5,1,0,0,4,64,74,74
00-95-69-0E-00-00-16-FF,01-02-03-04-05-06-07-08,C,100.00%,162,67,67,0,23,5,0,0,25,41,67,67
A8-17-58-FF-FE-06-63-32,N/A,A,100.00%,140,70,70,0,0,0,0,0,120804,120873,70,70
00-95-69-0E-00-00-16-ED,01-02-03-04-05-06-07-08,C,100.00%,180,72,72,0,30,6,0,0,2,47,72,72
00-95-69-0E-00-00-16-4E,01-02-03-04-05-06-07-08,C,100.00%,401,87,87,0,216,11,0,0,5,9,87,87
00-95-69-0E-00-00-16-F8,01-02-03-04-05-06-07-08,C,100.00%,158,63,63,0,26,6,0,0,11,40,63,63
00-95-69-0E-00-00-16-64,01-02-03-04-05-06-07-08,C,100.00%,194,77,77,0,35,5,0,0,18,47,77,77
00-95-69-0E-00-00-16-3A,01-02-03-04-05-06-07-08,C,100.00%,188,79,79,0,25,5,0,0,3,52,79,79
00-95-69-0E-00-00-15-8E,01-02-03-04-05-06-07-08,C,100.00%,193,73,73,0,41,6,0,0,4,47,73,73
00-95-69-0E-00-00-16-E9,01-02-03-04-05-06-07-08,C,92.31%,156,72,72,0,8,4,0,0,2,47,78,72
00-95-69-0E-00-00-16-4C,01-02-03-04-05-06-07-08,C,100.00%,438,76,76,0,279,7,0,0,5,5,76,76
00-95-69-0E-00-00-16-B9,01-02-03-04-05-06-07-08,C,100.00%,207,73,73,0,55,6,0,0,24,50,73,73
00-95-69-0E-00-00-16-7A,01-02-03-04-05-06-07-08,C,100.00%,170,75,75,0,17,3,0,0,7,53,75,75
00-95-69-0E-00-00-15-58,01-02-03-04-05-06-07-08,C,100.00%,179,71,71,0,32,5,0,0,9,55,71,71
A8-17-58-FF-FE-03-94-12,N/A,A,100.00%,70,35,35,0,0,0,0,0,82156,82190,35,35
00-95-69-0E-00-00-16-47,01-02-03-04-05-06-07-08,C,100.00%,157,66,66,0,19,6,0,0,4,44,66,66
00-95-69-0E-00-00-16-F6,01-02-03-04-05-06-07-08,C,100.00%,205,71,71,0,59,4,0,0,19,43,71,71
00-95-69-0E-00-00-16-03,01-02-03-04-05-06-07-08,C,100.00%,171,68,68,0,31,4,0,0,16,40,68,68
00-95-69-0E-00-00-16-E5,01-02-03-04-05-06-07-08,C,100.00%,177,72,72,0,25,8,0,0,4,40,72,72
00-95-69-0E-00-00-17-3E,01-02-03-04-05-06-07-08,C,100.00%,186,70,70,0,40,6,0,0,0,48,70,70
A8-17-58-FF-FE-04-AC-85,N/A,A,100.00%,70,35,35,0,0,0,0,0,86085,86119,35,35
00-95-69-0E-00-00-16-DD,01-02-03-04-05-06-07-08,C,94.29%,162,66,66,0,23,7,0,0,4,44,70,66
A8-17-58-FF-FE-06-62-F8,N/A,A,100.00%,140,70,70,0,0,0,0,0,120612,120681,70,70
00-95-69-0E-00-00-15-CB,01-02-03-04-05-06-07-08,C,98.61%,184,71,71,0,39,3,0,0,5,53,72,71
A8-17-58-FF-FE-04-4E-39,N/A,A,100.00%,70,35,35,0,0,0,0,0,96518,96552,35,35
00-95-69-0E-00-00-16-F9,01-02-03-04-05-06-07-08,C,100.00%,187,72,72,0,38,5,0,0,0,41,72,72
00-95-69-0E-00-00-16-11,01-02-03-04-05-06-07-08,C,100.00%,221,76,76,0,65,4,0,0,0,44,76,76
A8-17-58-FF-FE-04-AC-5C,N/A,A,94.12%,64,32,32,0,0,0,0,0,86089,86122,34,32
A8-17-58-FF-FE-04-4D-90,N/A,A,100.00%,70,35,35,0,0,0,0,0,96580,96614,35,35
00-95-69-0E-00-00-15-F8,01-02-03-04-05-06-07-08,C,100.00%,193,72,72,0,46,3,0,0,0,59,72,72
00-95-69-0E-00-00-15-E9,01-02-03-04-05-06-07-08,C,100.00%,186,74,74,0,37,1,0,0,5,63,74,74
00-95-69-0E-00-00-16-D7,01-02-03-04-05-06-07-08,C,100.00%,204,90,90,0,20,4,0,0,2,10,90,90
00-95-69-0E-00-00-17-23,01-02-03-04-05-06-07-08,C,98.53%,148,67,67,0,11,3,0,0,27,54,68,67
00-95-69-0E-00-00-16-5C,01-02-03-04-05-06-07-08,C,100.00%,235,76,76,0,76,7,0,0,5,47,76,76
A8-17-58-FF-FE-04-AC-E1,N/A,A,97.14%,68,34,34,0,0,0,0,0,86088,86122,35,34
00-95-69-0E-00-00-17-58,01-02-03-04-05-06-07-08,C,100.00%,145,71,71,0,2,1,0,0,53,49,71,71
92-30-00-01-00-00-00-43,92-30-00-02-00-00-00-43,C,94.12%,136,64,64,0,4,4,0,0,9,16,68,64
92-30-00-01-00-00-00-19,92-30-00-02-00-00-00-19,C,100.00%,122,57,57,0,4,4,0,0,8,3,57,57
00-95-69-0E-00-00-17-55,01-02-03-04-05-06-07-08,C,100.00%,185,63,63,0,51,8,0,0,22,41,63,63
00-95-69-0E-00-00-17-11,01-02-03-04-05-06-07-08,C,100.00%,212,76,76,0,54,6,0,0,5,51,76,76
00-95-69-0E-00-00-17-52,01-02-03-04-05-06-07-08,C,100.00%,159,67,67,0,22,3,0,0,5,51,67,67
24-E1-24-46-8D-31-09-65,N/A,C,100.00%,210,105,105,0,0,0,0,0,13648,13752,105,105
A8-17-58-FF-FE-04-AA-F5,N/A,A,97.14%,68,34,34,0,0,0,0,0,86087,86121,35,34
A8-17-58-FF-FE-04-02-1B,N/A,A,100.00%,70,35,35,0,0,0,0,0,96731,96765,35,35
A8-17-58-FF-FE-04-4D-9D,N/A,A,100.00%,70,35,35,0,0,0,0,0,96579,96613,35,35
A8-17-58-FF-FE-04-01-4C,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
92-30-00-01-00-00-02-14,92-30-00-02-00-00-02-14,C,100.00%,124,57,57,0,5,5,0,0,10,3,57,57
00-95-69-0E-00-00-15-D3,01-02-03-04-05-06-07-08,C,100.00%,170,64,64,0,40,2,0,0,9,48,64,64
00-95-69-0E-00-00-16-F3,01-02-03-04-05-06-07-08,C,100.00%,159,75,75,0,7,2,0,0,2,46,75,75
00-95-69-0E-00-00-16-4F,01-02-03-04-05-06-07-08,C,100.00%,158,73,73,0,9,3,0,0,9,39,73,73
A8-17-58-FF-FE-04-4E-19,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
00-95-69-0E-00-00-16-0A,01-02-03-04-05-06-07-08,C,85.37%,142,70,70,0,1,1,0,0,51,51,82,70
A8-17-58-FF-FE-06-67-83,N/A,A,100.00%,140,70,70,0,0,0,0,0,89560,89629,70,70
00-95-69-0E-00-00-17-53,01-02-03-04-05-06-07-08,C,100.00%,181,67,67,0,42,5,0,0,8,42,67,67
00-95-69-0E-00-00-17-30,01-02-03-04-05-06-07-08,C,100.00%,219,86,86,0,43,4,0,0,0,41,86,86
00-95-69-0E-00-00-15-D8,01-02-03-04-05-06-07-08,C,100.00%,173,72,72,0,26,3,0,0,7,44,72,72
A8-17-58-FF-FE-04-0A-31,N/A,A,48.57%,34,17,17,0,0,0,0,0,96533,96567,35,17
A8-17-58-FF-FE-06-3E-5C,N/A,A,100.00%,186,93,93,0,0,0,0,0,133719,133811,93,93
00-95-69-0E-00-00-16-00,01-02-03-04-05-06-07-08,C,100.00%,176,77,77,0,19,3,0,0,8,47,77,77
00-95-69-0E-00-00-16-9F,01-02-03-04-05-06-07-08,C,100.00%,161,73,73,0,13,2,0,0,9,48,73,73
A8-17-58-FF-FE-04-08-DD,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
A8-17-58-FF-FE-04-03-07,N/A,A,100.00%,70,35,35,0,0,0,0,0,96513,96547,35,35
92-30-00-01-00-00-05-18,92-30-00-02-00-00-05-18,C,100.00%,82,36,36,0,5,5,0,0,8,3,36,36
A8-17-58-FF-FE-04-0A-BC,N/A,A,100.00%,70,35,35,0,0,0,0,0,96586,96620,35,35
00-95-69-0E-00-00-15-CC,N/A,C,100.00%,156,78,78,0,0,0,0,0,51,128,78,78
00-95-69-0E-00-00-16-CB,01-02-03-04-05-06-07-08,C,100.00%,165,68,68,0,23,6,0,0,15,41,68,68
00-95-69-0E-00-00-16-C1,01-02-03-04-05-06-07-08,C,97.33%,162,73,73,0,12,4,0,0,11,41,75,73
00-95-69-0E-00-00-16-07,01-02-03-04-05-06-07-08,C,100.00%,184,79,79,0,22,4,0,0,5,47,79,79
00-95-69-0E-00-00-16-AD,01-02-03-04-05-06-07-08,C,100.00%,173,71,71,0,28,3,0,0,6,42,71,71
92-30-00-01-00-00-06-02,92-30-00-02-00-00-06-02,C,82.61%,84,38,38,0,4,4,0,0,6,10,46,38
92-30-00-01-00-00-04-46,92-30-00-02-00-00-04-46,C,100.00%,118,55,55,0,4,4,0,0,6,10,55,55
A8-17-58-FF-FE-04-03-08,N/A,A,100.00%,70,35,35,0,0,0,0,0,96624,96658,35,35
A8-17-58-FF-FE-04-AD-0B,N/A,A,100.00%,70,35,35,0,0,0,0,0,86088,86122,35,35
00-95-69-0E-00-00-16-9C,01-02-03-04-05-06-07-08,C,100.00%,161,70,70,0,17,4,0,0,2,51,70,70
00-95-69-0E-00-00-15-5D,N/A,C,100.00%,142,71,71,0,0,0,0,0,74,144,71,71
A8-17-58-FF-FE-04-0A-E8,N/A,A,91.43%,64,32,32,0,0,0,0,0,89002,89036,35,32
00-95-69-0E-00-00-16-30,01-02-03-04-05-06-07-08,C,100.00%,161,71,71,0,14,5,0,0,17,44,71,71
00-95-69-0E-00-00-17-4C,01-02-03-04-05-06-07-08,C,100.00%,181,75,75,0,27,4,0,0,8,44,75,75
00-95-69-0E-00-00-17-05,N/A,C,100.00%,140,70,70,0,0,0,0,0,211,280,70,70
00-95-69-0E-00-00-16-8D,01-02-03-04-05-06-07-08,C,100.00%,208,69,69,0,66,4,0,0,6,46,69,69
00-95-69-0E-00-00-16-53,01-02-03-04-05-06-07-08,C,100.00%,173,65,65,0,38,5,0,0,22,40,65,65
00-95-69-0E-00-00-15-A0,01-02-03-04-05-06-07-08,C,100.00%,166,76,76,0,12,2,0,0,15,43,76,76
A8-17-58-FF-FE-04-08-C4,N/A,A,100.00%,70,35,35,0,0,0,0,0,96628,96662,35,35
A8-17-58-FF-FE-04-08-43,N/A,A,100.00%,70,35,35,0,0,0,0,0,88858,88892,35,35
00-95-69-0E-00-00-17-06,01-02-03-04-05-06-07-08,C,100.00%,169,79,79,0,8,3,0,0,9,42,79,79
00-95-69-0E-00-00-16-B6,N/A,C,100.00%,142,71,71,0,0,0,0,0,13,83,71,71
92-30-00-01-00-00-05-81,92-30-00-02-00-00-05-81,C,97.22%,78,35,35,0,4,4,0,0,5,8,36,35
00-95-69-0E-00-00-15-F0,01-02-03-04-05-06-07-08,C,100.00%,170,70,70,0,25,5,0,0,12,41,70,70
A8-17-58-FF-FE-04-4D-FA,N/A,A,100.00%,70,35,35,0,0,0,0,0,96505,96539,35,35
00-95-69-0E-00-00-15-65,01-02-03-04-05-06-07-08,C,97.73%,214,86,86,0,36,6,0,0,4,27,88,86
A8-17-58-FF-FE-04-4E-28,N/A,A,100.00%,70,35,35,0,0,0,0,0,96581,96615,35,35
00-95-69-0E-00-00-17-07,01-02-03-04-05-06-07-08,C,100.00%,207,70,70,0,57,10,0,0,13,41,70,70
00-95-69-0E-00-00-17-1F,01-02-03-04-05-06-07-08,C,100.00%,153,74,74,0,4,1,0,0,19,46,74,74
00-95-69-0E-00-00-17-41,01-02-03-04-05-06-07-08,C,100.00%,210,70,70,0,65,5,0,0,5,35,70,70
00-95-69-0E-00-00-17-04,01-02-03-04-05-06-07-08,C,100.00%,156,71,71,0,11,3,0,0,0,33,71,71
00-95-69-0E-00-00-16-9B,01-02-03-04-05-06-07-08,C,100.00%,195,70,70,0,50,5,0,0,10,41,70,70
00-95-69-0E-00-00-16-6F,01-02-03-04-05-06-07-08,C,100.00%,316,79,79,0,151,7,0,0,5,49,79,79
00-95-69-0E-00-00-16-81,01-02-03-04-05-06-07-08,C,100.00%,181,74,74,0,30,3,0,0,19,44,74,74
A8-17-58-FF-FE-04-08-B2,N/A,A,100.00%,70,35,35,0,0,0,0,0,96533,96567,35,35
00-95-69-0E-00-00-16-F5,01-02-03-04-05-06-07-08,C,100.00%,182,69,69,0,37,7,0,0,11,42,69,69
A8-17-58-FF-FE-04-02-E0,N/A,A,100.00%,70,35,35,0,0,0,0,0,82158,82192,35,35
A8-17-58-FF-FE-04-09-F7,N/A,A,100.00%,70,35,35,0,0,0,0,0,96626,96660,35,35
92-30-00-01-00-00-01-34,92-30-00-02-00-00-01-34,C,100.00%,112,52,52,0,4,4,0,0,4,7,52,52
A8-17-58-FF-FE-04-AB-3A,N/A,A,60.00%,42,21,21,0,0,0,0,0,86086,86120,35,21
92-30-00-01-00-00-05-04,92-30-00-02-00-00-05-04,C,100.00%,84,38,38,0,4,4,0,0,6,8,38,38
00-95-69-0E-00-00-16-A1,01-02-03-04-05-06-07-08,C,100.00%,232,72,72,0,81,7,0,0,4,41,72,72
00-95-69-0E-00-00-16-52,01-02-03-04-05-06-07-08,C,100.00%,179,69,69,0,36,5,0,0,6,41,69,69
92-30-00-01-00-00-03-44,92-30-00-02-00-00-03-44,C,100.00%,110,51,51,0,4,4,0,0,7,11,51,51
